account_id,customer_id,account_type,balance
657,31214,Current,45714035.07
658,68910,Salary,6981139.44
659,88904,Current,13493109.49
660,7975,Salary,11830279.38
661,68485,Current,33978685.25
662,78842,Salary,14805302.6
663,53378,Current,25570291.92
664,15508,Savings,40627944.01
665,75832,Salary,19704579.5
666,69386,Salary,38423283.91
667,38557,Current,42882949.52
668,50565,Salary,20392425.31
669,38274,Current,9504959.5
670,30581,Current,49701817.77
671,28936,Current,49009228.77
672,26469,Salary,30992574.79
673,26857,Savings,48744264.36
674,12690,Savings,16281242.01
675,85796,Savings,28292183.63
676,89859,Savings,30590691.3
677,65842,Current,11867377.6
678,86601,Salary,28519531.28
679,36303,Current,16371679.51
680,38283,Current,32758662.06
681,36516,Current,2541699.9
682,99215,Salary,15338266.91
683,2645,Current,14127784.62
684,72981,Savings,42780306.11
685,94661,Salary,21875930.82
686,44042,Current,23177478.48
687,31764,Savings,26248943.04
688,62623,Savings,35904109.11
689,12449,Salary,22897287.62
690,11292,Savings,1964832.9
691,48607,Salary,27311714.46
692,74428,Current,37070500.97
693,34799,Salary,575907.74
694,7009,Current,34704811.57
695,26601,Savings,38534010.43
696,63526,Current,4530992.2
697,60675,Current,5948519.9
698,71015,Salary,9997397.11
699,91942,Savings,8172956.6
700,88776,Salary,28109038.93
701,42925,Salary,41584702.67
702,78217,Current,17184474.65
703,69434,Savings,8730328.05
704,63190,Salary,71760.4
705,60143,Current,24353721.97
706,44061,Current,1146259.83
707,97808,Current,36189045.9
708,12989,Salary,6978900.65
709,45824,Salary,47654967.04
710,2686,Savings,20994994.08
711,9161,Salary,13016304.81
712,94322,Savings,25769693.27
713,72534,Savings,45392383.31
714,73728,Salary,31126132.61
715,27463,Current,49071553.81
716,25153,Current,14909633.23
717,3798,Savings,28234841.34
718,42058,Salary,11885973.93
719,14528,Savings,9717683.22
720,40402,Current,32042929.86
721,773,Savings,34876157.47
722,19990,Current,16962354.91
723,16780,Savings,31098451.08
724,39798,Salary,39781817.13
725,38173,Current,26837611.99
726,26029,Current,4220224.28
727,33640,Current,34837536.72
728,4336,Current,24790201.97
729,61068,Salary,38700830.18
730,33610,Salary,20171587.45
731,8553,Salary,41793617.57
732,72157,Salary,36958160.66
733,2390,Savings,11207555.29
734,64523,Salary,25233322.63
735,29982,Salary,40382819.51
736,85358,Current,28954436.45
737,91871,Current,1268232.05
738,35070,Current,17570374.32
739,68336,Salary,24189673.33
740,43469,Savings,21285717.76
741,21716,Current,16006140.75
742,81453,Salary,8081677.66
743,46423,Salary,21865163.04
744,61091,Salary,42158380.31
745,96635,Current,24120828.19
746,64583,Salary,1275914.59
747,60963,Salary,36292437.13
748,98397,Savings,45394872.34
749,70195,Current,40346593.88
750,78289,Salary,41452220.12
751,29488,Savings,5545037.39
752,36125,Current,8856569.43
753,34881,Salary,32571374.51
754,99956,Salary,19489400.76
755,91103,Current,28701097.96
756,41955,Savings,44277818.39
757,425,Current,33905195.64
758,41601,Salary,30596969.26
759,20743,Current,10958572.43
760,32517,Current,37496091.72
761,71004,Savings,38152966.74
762,40117,Savings,42139915.53
763,53686,Savings,42126887.77
764,30520,Salary,34210812.66
765,63748,Salary,10763923.89
766,69828,Salary,38262110.1
767,45722,Current,11436892.13
768,86240,Savings,8985197.18
769,39543,Current,11767066.23
770,66795,Current,31399630.95
771,41673,Salary,8273778.0
772,90496,Salary,5213984.06
773,69523,Savings,28432369.85
774,16339,Salary,48488241.32
775,14168,Savings,33680515.55
776,86238,Salary,10132096.12
777,6338,Salary,40689998.72
778,49899,Current,39401048.23
779,5732,Current,23100383.52
780,45657,Salary,39961202.81
781,46133,Savings,26796831.24
782,11757,Salary,5273510.4
783,52147,Current,18676640.38
784,87008,Current,6534079.19
785,85417,Current,12590381.81
786,39311,Savings,21152077.39
787,6750,Current,6843330.86
788,33860,Salary,2525007.22
789,83357,Savings,13365204.93
790,45340,Savings,6884654.9
791,51471,Current,2616298.95
792,78800,Savings,6355040.6
793,84521,Current,39999435.48
794,68392,Savings,21531195.43
795,10559,Salary,46469869.53
796,20633,Current,4292618.9
797,6271,Salary,24048456.85
798,1322,Savings,6813343.71
799,59969,Savings,10753843.07
800,90095,Savings,10288910.53
801,9851,Salary,25447316.76
802,65406,Savings,30359411.47
803,92209,Salary,5062620.09
804,98105,Savings,32022460.82
805,52069,Savings,7359235.63
806,63299,Savings,29360679.2
807,81366,Current,12215390.6
808,82994,Savings,36594846.66
809,31058,Current,6878887.19
810,26375,Salary,12955339.99
811,87429,Salary,12878.65
812,77971,Current,42284461.04
813,71911,Savings,35400555.55
814,88029,Savings,11519694.25
815,13830,Current,33785846.2
816,70082,Salary,34539721.36
817,81099,Salary,37780577.25
818,47776,Current,1712315.03
819,75725,Current,10401214.25
820,55215,Salary,13757595.93
821,60447,Savings,2241543.22
822,88699,Current,8590382.83
823,51948,Savings,39923968.35
824,13559,Savings,23609639.37
825,11770,Savings,9531099.08
826,48733,Salary,40852425.33
827,82558,Salary,11661954.4
828,8186,Savings,34553154.69
829,26841,Savings,28102603.96
830,48748,Savings,4575670.46
831,73409,Salary,36905590.26
832,38023,Savings,424065.72
833,53408,Salary,22739480.31
834,48982,Current,48926523.29
835,31304,Savings,26500327.76
836,95862,Salary,30875909.8
837,4866,Current,41985468.69
838,88864,Salary,31567866.34
839,91571,Savings,26711178.65
840,96332,Savings,25042105.06
841,31168,Current,4843200.5
842,87237,Savings,49393865.5
843,57232,Salary,42859356.98
844,75066,Current,38289789.28
845,19156,Salary,9529809.31
846,79108,Salary,24218454.04
847,88019,Current,30476894.91
848,27342,Current,43533652.59
849,12804,Salary,43923962.2
850,28542,Savings,38945700.89
851,21345,Current,23364209.46
852,28218,Savings,16517771.97
853,68386,Current,17362842.6
854,32678,Current,16469599.1
855,98443,Salary,24720377.12
856,48787,Current,13193778.02
857,77932,Salary,27754304.52
858,89553,Savings,31739133.08
859,34017,Savings,39255351.73
860,62808,Current,31512191.95
861,5534,Current,37128962.4
862,49832,Salary,28039308.55
863,87309,Current,12054155.47
864,33082,Current,20933290.38
865,35580,Savings,16361571.99
866,23898,Savings,46654078.76
867,7315,Salary,33305024.1
868,99006,Salary,42194896.74
869,46255,Savings,26079777.88
870,71917,Savings,27283016.93
871,83302,Salary,43888202.87
872,56290,Current,17966790.71
873,97170,Current,46034865.45
874,37133,Salary,22105359.83
875,83451,Current,47763840.0
876,2001,Current,29901000.2
877,13343,Savings,12992318.46
878,3719,Savings,28385788.99
879,67937,Current,11311689.94
880,59884,Salary,3688742.39
881,78834,Savings,24931425.68
882,99920,Current,5573116.4
883,85189,Salary,37736365.21
884,477,Savings,6723102.37
885,58340,Savings,5423582.11
886,80904,Savings,7276599.36
887,98893,Savings,48516266.79
888,78516,Salary,8645493.61
889,89759,Current,18674573.15
890,68128,Salary,48799213.61
891,68255,Salary,29304099.22
892,15798,Current,35990854.09
893,69856,Salary,19992239.63
894,86428,Salary,21038432.4
895,78401,Salary,28713572.72
896,54162,Salary,22865459.68
897,61236,Current,11854360.28
898,83040,Current,45492399.53
899,26255,Current,4212552.35
900,46679,Savings,25504852.6
901,2173,Savings,37107141.73
902,55814,Savings,16490542.34
903,69952,Salary,44197318.97
904,1110,Salary,20740891.83
905,82510,Savings,13995982.31
906,57131,Current,25349150.42
907,38567,Current,2973879.64
908,99812,Salary,49396651.88
909,33996,Savings,4803140.88
910,43062,Salary,11059514.04
911,72586,Current,43279960.17
912,57038,Savings,18529183.25
913,2319,Salary,17338146.86
914,92020,Salary,3773559.96
915,69328,Salary,7771121.62
916,55877,Current,9945394.65
917,68427,Savings,44201502.15
918,98086,Salary,12604701.42
919,82218,Salary,23230471.29
920,86496,Savings,15940572.09
921,14800,Savings,47247497.19
922,55096,Salary,46058765.05
923,24224,Savings,6364458.2
924,75836,Salary,29307326.01
925,37697,Current,9130132.0
926,64508,Savings,26930165.27
927,22370,Salary,41199609.48
928,68401,Current,2105426.66
929,24809,Savings,48744522.78
930,49582,Savings,14920898.27
931,14891,Current,47997227.9
932,80070,Savings,21203809.41
933,31545,Salary,7183513.85
934,92329,Salary,26052970.2
935,84960,Salary,22515929.61
936,38251,Salary,22487517.13
937,52689,Salary,14728111.07
938,67760,Salary,12347210.13
939,66101,Current,47037337.35
940,90802,Salary,25473040.53
941,7774,Salary,19929875.44
942,90536,Savings,5416554.82
943,10375,Savings,5914279.61
944,37708,Current,10663432.46
945,21339,Salary,5310021.33
946,63818,Savings,39041894.96
947,29456,Current,7040094.76
948,37875,Salary,48431945.39
949,89949,Salary,6972950.71
950,42547,Current,18798857.53
951,42789,Salary,25375762.02
952,49275,Current,20472326.2
953,38429,Current,41567682.42
