loan_id,customer_id,amount,interest_rate,status
55,102154,1073959.0332140173,8.943338075637968,Active
56,137554,10934715.717028698,13.105624850402245,Closed
57,89400,47215540.36218841,9.869973252502092,Closed
58,136669,15076244.233258044,9.340405585880355,Closed
59,108003,3878121.66857682,20.106168635039662,Default
60,2319,10655986.067199409,11.40752427121597,Active
61,78311,3807284.4020465463,11.273630601491629,Active
62,56933,20131360.303035453,19.025997644122942,Active
63,136181,26046855.79028356,13.299994166467615,Closed
64,117435,10368110.338390088,10.479530926857414,Active
65,54361,10981042.312072994,13.188933564981582,Active
66,61455,23002128.769063655,21.961470184598227,Default
67,126714,5784044.805096027,14.96229870995949,Closed
68,122511,2573917.1071687546,9.983495695142373,Active
69,133266,1528833.2783047857,15.823644162925184,Closed
70,117883,49543500.05460946,19.1735624369878,Active
71,96188,8156701.077124962,15.017283613363773,Active
72,6352,17644545.643395253,10.715944465697316,Active
73,29081,3642132.0628100648,17.766664829059387,Default
74,128234,61862178.910108015,13.052282982109546,Active
75,38515,9482726.188005984,9.264273783093707,Active
76,34334,2291504.676564278,10.496805852225553,Closed
77,12128,16364871.52412269,15.309325984948572,Active
78,107232,9490312.927320052,16.17421406354239,Closed
79,79029,11081199.00275509,10.944642482163879,Active
80,8914,2607883.70613219,13.23412670234628,Default
81,78332,2152477.825540767,13.221237388335028,Active
82,99672,140481.3749650221,9.652133468289477,Closed
83,143564,4162446.1659065373,13.84642722710769,Closed
84,107278,4582398.7415650645,18.45643146190188,Active
85,68380,1060803.8927546297,9.418523249532262,Active
86,3379,10119408.976117373,12.428238848543202,Closed
87,77064,2441847.7677577813,10.058267791109358,Active
88,115818,8704010.661407242,14.180535467368479,Active
89,73056,2372274.003399782,13.826016859395104,Active
90,18252,26944234.703246426,14.507070958993586,Active
91,90677,7265793.534491265,12.196640822872487,Closed
92,24746,10247169.057646593,17.86831208802762,Active
93,4910,758569.3768057768,17.144437036679452,Active
94,142212,11405204.496952793,10.885378748004715,Closed
95,12682,15370295.805026798,15.195473912529389,Closed
96,99332,7769663.204449327,14.229932308694226,Active
97,140375,8776870.69471891,11.42088178427867,Closed
98,77831,7633940.95642559,17.284497240628834,Active
99,108502,43856375.39517743,12.72250419724818,Active
100,108600,5917510.453027985,17.822072019259423,Active
101,117551,966346.1565064748,13.071491216531708,Active
102,111325,11995999.857890325,13.056912727473795,Active
103,131758,8160652.490395786,15.662424341119785,Active
104,130207,3307460.1067676567,17.35311264119057,Active
105,42512,16031148.80901204,19.7611301134693,Active
106,13122,9299524.196884414,15.36210157273731,Closed
107,95811,47114513.46029923,17.81559504171151,Closed
108,110131,3947965.6868817424,22.03930275765581,Active
109,101128,4975399.667569085,8.909285597739096,Closed
110,52759,145722016.3738966,16.290783926028613,Active
111,43307,2192748.8773131524,14.500264482137847,Active
112,143961,12770607.346058626,14.748360633659956,Active
113,114066,5682580.999866173,15.61847513656809,Closed
114,71906,55766314.2045464,11.556308796369375,Closed
115,129496,1335348.3227895368,13.900934033403182,Active
116,20886,9567034.530948984,10.839736966291714,Active
117,42078,31999560.608056914,11.47105073336717,Active
118,129728,17292722.06784003,8.0,Active
119,71841,4202451.15926262,11.904117783110113,Active
120,62089,14332087.770309212,19.03778458319862,Default
121,55749,7212822.59067557,8.81500768922584,Active
122,137192,4490709.92301593,17.702674363888068,Closed
123,23077,6132999.7339223,13.462976433563682,Active
124,140887,12135057.627952607,11.007260496473283,Active
125,79083,37539201.97660856,14.606727646241929,Closed
126,14227,8264763.060790127,8.928786890180968,Active
127,113748,21358266.47807421,15.436524394504705,Active
128,128319,11019213.065971565,13.659158779248646,Active
129,81018,18405202.483487643,13.072788949422918,Active
130,139654,9476094.910040742,9.801858252296327,Active
131,13159,24087522.251773812,9.545739035976755,Active
132,139188,2738557.014943603,13.6460581797615,Active
133,37859,3055319.5433124723,18.51139697622524,Default
134,48802,2852423.718313141,18.897858477348716,Default
135,20341,8363398.412888081,13.757008277816391,Closed
136,78437,21850746.325906873,18.026933838480886,Active
137,63374,16300708.474627798,11.399316104943242,Closed
138,55053,4191391.4431089144,18.549253840496853,Closed
139,136727,21715230.392556716,15.967146930625699,Closed
140,94857,2801292.7295671557,10.365284333886844,Active
141,11605,16393677.435203988,8.363611431401345,Active
142,99798,29662213.2961371,17.365301345508755,Active
143,4203,32694222.828939036,14.54727242040464,Closed
144,140456,38912676.70200672,16.497691250346012,Default
145,78992,10533412.733333964,8.0,Closed
146,138670,27302776.993699756,14.012998648906509,Active
147,136438,10208244.032324575,13.96531842741383,Default
148,143991,2879357.6589779933,8.0,Closed
149,35836,14374240.846616678,13.57281602697821,Default
150,32976,6699200.709078747,16.156094095613124,Active
151,113580,2203832.954088266,14.766076197436247,Closed
152,144198,2048531.0103211273,14.94475440121813,Active
153,119389,10712283.599160789,13.790519725155336,Active
154,21238,11917741.528200304,12.632874479513323,Closed
155,127305,46837058.982616894,10.41118488703623,Active
156,23807,9880340.407667877,13.169841969135089,Active
157,113702,6892318.682303536,18.305466551577005,Default
158,77711,43330898.52185791,16.3757536756015,Active
159,14063,1806838.1118596196,12.362625057123392,Closed
160,11316,14880687.2990006,21.782601348039087,Default
161,79778,3945377.946987903,15.028616233903092,Active
162,123955,6622228.142136292,11.619299057868552,Closed
163,2267,12871498.959422002,13.960810159535377,Closed
164,46831,718402.7075754895,22.794652952256946,Default
165,58906,71723552.27827336,17.279455480021486,Active
166,22257,43812210.29591591,16.36865742578059,Closed
167,9330,2094762.772998495,12.182144601986886,Active
168,135764,16072409.592468655,13.77246703196983,Active
169,16224,1805368.170023168,16.970728984046367,Active
170,14139,10964793.692558212,11.49925042391284,Closed
171,76355,21954564.772928484,19.592976762308535,Active
172,36827,8851437.614993472,9.83035158119603,Active
173,50706,4465915.1463931,14.385681574096301,Closed
174,135881,4011350.453682622,17.927001557797656,Closed
175,50993,38407144.4243918,9.7191122436322,Active
176,47839,12301271.850754991,14.196127363661526,Active
177,143391,78966834.14151944,19.970071432752697,Default
178,118169,3404420.089538983,14.998807876957502,Active
179,116682,5752191.497194708,20.10947212035956,Default
180,77418,48556187.1464346,10.513928311850115,Closed
181,10448,30784165.72234383,13.368506795710795,Active
182,4255,15978378.740139809,11.333987778422127,Active
183,125082,11150128.253830686,8.0,Closed
184,69165,5640080.51310125,15.178495288037334,Closed
185,109602,42503641.5963423,19.781952513095767,Closed
186,23464,7647568.568225948,15.638413794762542,Closed
187,78843,19897172.188006114,11.731143238859424,Closed
188,25389,11024115.034852842,16.213998224880193,Active
189,80728,11886372.312516885,11.206644359844784,Closed
190,63263,21183104.09897435,17.001620595782466,Active
191,16473,12678601.218044415,12.808608464915956,Active
192,138243,3647800.4331785087,19.72990077267292,Active
193,130025,2004350.8285321596,15.65401472533112,Active
194,73729,13811851.942765916,11.051966042009589,Closed
195,73162,23966609.882925086,15.866229912090597,Active
196,66935,7477267.160385356,10.811426961090572,Closed
197,5905,35069984.6770919,10.253003555583035,Active
198,23064,20230868.348066308,10.15838587679327,Active
199,120069,2931280.4821236786,18.81186524258124,Default
200,133078,5994310.8582290355,8.628513639987222,Active
201,53397,1651177.925376374,13.75148802557356,Active
202,74944,10345200.944141848,8.687368063624124,Active
203,988,5014968.166763099,15.842429230871181,Closed
204,84378,13478569.871535484,9.945888073750146,Active
205,95504,37602834.028202556,13.294541671198193,Active
206,68055,12295190.418182554,12.565149933192064,Active
207,51755,16687915.868414178,15.677720250942343,Active
208,81494,18537575.721220143,14.236612519798154,Active
209,117025,12007058.845206494,12.322636780750912,Active
210,76559,10786094.301800609,18.005009383649913,Closed
211,79511,96903661.66383748,12.436751007645633,Active
212,118172,3895495.6107109655,8.0,Active
213,127047,12128569.643190064,18.35785418064002,Closed
214,27919,1455594.9277104689,19.43022565368464,Closed
215,106607,19091144.8709043,17.13635019581197,Active
216,36026,36196330.41729097,19.156164701339385,Default
217,65958,2104095.5220076204,14.667027777392196,Active
218,103722,6285858.569076931,13.278670321713976,Active
219,37070,8214925.903682023,11.06962649898281,Closed
220,36597,8643696.259399924,10.931932041226055,Closed
221,1981,4854530.375397918,10.330624630159738,Active
222,107420,3540310.866923272,13.282375610558052,Closed
223,75694,7326730.637280496,17.815493445171395,Active
224,82620,11672458.58363227,14.236323689833945,Closed
225,45432,1968355.321383477,12.35374735504225,Active
226,128169,61658662.89580249,14.356212371718936,Default
227,3314,13462467.365677483,16.067432031186193,Active
228,102682,22461073.55224889,11.528619341161303,Closed
229,98511,13072671.185529048,8.644211458570911,Active
230,56036,5023808.134269243,12.431766900394269,Active
231,7507,4899106.70846582,14.662903040094498,Active
232,80493,3592340.7910568994,10.502967275671287,Closed
233,101134,2882259.9912350965,18.948109249862647,Default
234,17336,12576633.943253033,8.0,Active
235,62212,1929952.6672023495,8.0,Active
236,32208,27236474.473967064,14.660569770630687,Closed
237,59008,23504921.39817235,13.809704002148816,Active
238,114746,12338409.524048155,22.559278716248812,Default
239,66706,17372097.37630387,18.280079003506565,Active
240,107578,10105850.574556468,19.56498254462512,Active
241,132385,3055949.183015359,13.861258581395374,Active
242,85494,5743780.904412465,16.592866967004966,Active
243,42041,17563786.054055028,13.155642075185613,Closed
244,86935,1357656.8874286832,8.24196218150344,Active
245,89549,6155019.2448687265,20.316641635676948,Closed
246,134375,8743653.010802086,19.80301921382622,Default
247,73585,6049782.175882809,20.57381859345626,Active
248,139435,11451637.097110087,12.03580458256583,Active
249,25344,5739023.412845203,13.95352577900424,Closed
250,49159,1473265.0861246102,17.966960482197965,Default
251,111949,13084737.881241087,19.13475236824097,Active
252,80346,7874497.1644920325,22.674720784188136,Default
253,56912,7878561.827026935,11.338154167308309,Active
254,74173,11073429.463471586,17.347718591785885,Active
255,36038,110300590.55162123,14.026945265279362,Active
256,29005,43607005.13733969,20.985472311287463,Closed
257,5407,14852135.756310394,14.093833295522003,Default
258,84936,20541258.785145484,15.971688705649584,Closed
259,68102,16706084.191924479,15.604682913655342,Active
260,84886,5205282.076954359,11.402147086554901,Default
261,107512,6115493.762325143,23.63913001719184,Default
262,95197,1899434.8327396007,13.030944791994283,Active
263,9284,3494938.7087640576,15.624795143750104,Active
264,6808,10435820.801358018,19.52379186257306,Default
265,59726,4899012.661499184,18.34922758529615,Closed
266,36221,6968512.43812324,14.758576341342861,Active
267,68867,3949513.8610915537,14.427187293953658,Active
268,131248,7195922.663984284,18.858127019821858,Default
269,4473,4032754.3467648844,20.56933162983527,Default
270,19749,4103625.9186768946,17.79416700224399,Active
271,110939,32005980.012431864,15.965958277681162,Active
272,98665,11019476.880470136,16.54321839902698,Closed
273,54832,13220726.984430738,16.90108056041627,Active
274,796,2302580.3343210253,18.686686741104218,Active
275,75331,21538592.41997735,13.560255039954193,Active
276,136676,5789338.950502629,12.239099406003028,Active
277,107316,4028308.868971958,13.85308678158221,Active
278,53888,7584988.38756925,12.15692817262114,Active
279,16354,54461060.421978205,12.491943524782004,Active
280,50423,2234984.770744133,13.622942385054325,Closed
281,84968,2737987.944795745,13.748361441604024,Closed
282,29430,8400817.788086437,12.763779296312402,Default
283,113679,2245837.793487829,9.692960085846433,Active
284,102781,26382565.92360396,15.00147957143413,Default
285,10712,16298070.401911335,14.016777432256696,Closed
286,78146,4499720.731762026,16.89562834777014,Active
287,106149,17850367.240025833,17.09116005166633,Active
288,82707,38647907.1342963,16.39432754847251,Active
289,83138,25441635.221174944,11.320609864493681,Closed
290,16402,1800518.4663204509,17.40099977327731,Active
291,50106,11719108.624949327,14.22656705886538,Closed
292,84149,4141829.6937243454,12.72335191418058,Closed
293,118377,5750773.210207653,17.523246011283792,Closed
294,116045,22745923.727901924,12.813359715729467,Active
295,49647,13368140.830108864,14.79418367190625,Active
296,48769,19276115.272417035,13.465739591954133,Closed
297,87917,9733623.71566662,10.383446234627502,Active
298,123940,3680656.4536109436,12.527466798938192,Closed
299,54104,7290346.791660224,17.583426832699903,Closed
300,71119,7304298.067461654,14.08828459017516,Active
301,93704,6235764.132744735,11.675832262077815,Closed
302,115832,36849932.31952892,14.45152694568553,Active
303,49941,20387098.30498834,12.310648214151204,Active
304,84338,32285745.42768514,15.404619194856725,Active
305,57835,6427721.56978338,18.039018692568558,Default
306,91508,2462742.7948088124,13.627283062949083,Active
307,25463,2220218.3633399624,14.518062098196923,Closed
308,126402,1008568.7244524104,17.88442954541516,Closed
309,47406,3070099.016278252,16.39316070231884,Closed
310,34168,3359710.0134191383,14.08843449595941,Active
311,95844,4096744.303663778,8.0,Active
312,56127,30372165.01802179,15.71244575651394,Closed
313,115469,12581192.966262382,10.155086496573386,Closed
314,46757,3597162.6820628946,14.351762323393956,Active
315,104346,11550881.905105848,11.626521835669088,Active
316,141598,3916323.8544809455,12.7085916628511,Active
317,59873,23472931.76491724,13.46887460551085,Closed
318,144002,2061885.3253216736,17.555643602619302,Active
319,25916,12186528.229139898,12.386117746706523,Active
320,3295,2125063.4056005185,19.188369215556467,Active
321,85139,9611031.666330304,17.63595950628718,Active
322,94467,16590773.652687764,14.350724565397154,Closed
323,115036,5757762.660462772,15.051595424400764,Active
324,74959,2299174.9236975363,16.12826541102561,Active
325,100416,58540380.860883124,9.51703913889723,Active
326,18249,78688095.59110099,12.469670955294887,Closed
327,95644,4076411.019779594,15.512336753889564,Default
328,78080,8204167.699149924,18.232826960999386,Active
329,41205,21622459.753061555,18.959997413516138,Default
330,57343,12599601.48026238,15.565083503873202,Closed
331,129220,2793651.1402252535,16.92258768691029,Closed
332,32898,38054556.08323867,20.422048490931207,Default
333,22103,11353716.933556123,15.469309826318117,Active
334,70623,1845844.632157451,16.65268091373378,Active
335,31900,76429963.25473315,14.73784738242376,Closed
336,60482,33854000.73766354,18.693537242916083,Active
337,96901,3948556.1042803978,20.401313200914203,Default
338,8786,17400175.84223029,10.767348959900197,Closed
339,56386,10084462.07699462,17.604265977624248,Closed
340,55531,26368956.883288164,10.056123344938294,Active
341,132659,1408637.1677767634,13.521631029431372,Active
342,20020,59387096.48985586,14.646414382186663,Closed
343,94547,2465812.248506466,13.989736751481614,Active
344,109379,13872776.2536615,13.236165656259608,Active
345,127879,4842315.19586257,12.712975235457238,Active
346,51140,11350672.74318695,14.954233215409026,Closed
347,24290,5815944.135035768,9.404182605520905,Closed
348,3836,1910679.524841375,12.587978393041102,Active
349,124649,1810316.3736631651,16.093399109719222,Active
350,83607,11568912.077904256,9.264253616281277,Closed
351,128373,2632213.3360361573,14.108724907034956,Default
352,3635,5730415.491046176,14.329537993860612,Active
353,140767,37868360.84158244,13.86991816935792,Active
354,139979,4529190.663736031,10.030228685993588,Active
355,49287,7380119.566763708,12.384719527820122,Active
356,130182,2421025.0135786072,12.59957654883571,Closed
357,42700,11685692.415993815,24.0,Default
358,69104,1177458.2109221863,15.99186402615931,Closed
359,94019,8190718.979817849,10.108600082291408,Active
360,72778,85884831.62363756,14.414359985779951,Closed
361,97101,5509489.395937001,12.241135952594721,Active
362,95493,7461129.51590779,14.195139354181887,Active
363,18779,3314122.173465349,12.775669018365702,Active
364,132183,18658071.16744982,16.009487906531213,Active
365,114543,6495747.747267245,11.637032126673496,Closed
366,42162,3045629.0169226564,12.674868778783987,Active
367,59307,9145473.185876865,12.58868195821507,Active
368,121469,1434030.3333908326,12.835369106020527,Active
369,87230,14622996.895815538,19.280249135050305,Default
370,115278,16242299.864582218,17.099304234514257,Default
371,102187,46137863.710959546,8.0,Active
372,136454,6881052.385437176,9.401420571128307,Closed
373,44711,12749602.153026864,11.114628764861497,Active
374,20690,34241823.46591909,13.93574048077885,Closed
375,121906,11378545.109333564,16.97892214777152,Closed
376,137326,7425455.309368376,15.548621822027002,Closed
377,27299,1926312.9482878356,12.612439277651264,Active
378,73980,11438300.827978669,10.646203765182815,Closed
379,65768,9617279.322318358,12.869964178492733,Active
380,59806,10595539.572910303,16.70962105655287,Active
381,44952,7178133.401775955,11.22193135441584,Active
382,73808,16713343.782274282,12.781711535182941,Active
383,42537,2548469.4606702393,20.57322299296898,Active
384,51076,1276355.073217219,20.950519965051786,Default
385,115384,26219529.38176509,19.505996434059284,Active
386,50686,4703472.842766071,8.0,Active
387,98643,9183181.215416655,17.336870472257647,Active
388,53168,17213374.127236787,10.264381439073635,Closed
389,140424,12360204.189854747,14.090303228959238,Active
390,81852,5252697.897819155,15.521970025393275,Closed
391,114684,2720218.57204044,13.385609329541793,Closed
392,98316,6671659.280905701,13.88617770125606,Active
393,134957,13604708.615057133,16.322348105969724,Default
394,102791,9986066.318114107,14.989404828338253,Active
395,80138,7089221.198230247,17.720856859923693,Active
396,97763,14503689.961677676,12.214229255504726,Active
397,30413,18638465.632561363,17.23261845172032,Default
398,99459,40412500.96851495,13.61269836806049,Active
399,85248,1337304.9094888829,13.945684832322742,Active
400,35300,11901144.214571405,18.171170840813822,Default
401,82415,3426862.9413075605,16.96709504096667,Default
402,115070,7476935.168153349,17.920402128089474,Default
403,139969,45014431.45483835,11.691649931618416,Closed
404,127338,7351390.720957831,10.421909939181273,Active
405,77939,5800772.132430418,17.518839861807866,Closed
406,77854,14819061.825459754,13.10265110024677,Closed
407,42184,2330977.6144259763,10.608995827479939,Active
408,55333,7656127.570328998,11.84223821854119,Closed
409,87518,6143900.971117579,8.0,Active
410,49901,2970955.1343526556,21.815968645755326,Default
411,63111,55596465.74986637,14.08470284361489,Closed
412,124767,70499758.90477355,8.252365183724573,Active
413,138407,2042736.99416483,14.497498207352985,Active
414,75298,8732381.203900086,14.745229813368793,Active
415,11514,15090137.652904907,13.117995257915874,Active
416,126928,14555628.536198886,11.481275044174645,Closed
417,53855,20033486.579576794,11.86358778617146,Active
418,6848,4477940.423082167,16.08033627514162,Closed
419,129990,22650452.31270499,10.950620033082721,Closed
420,73056,12282690.499099052,20.15559867457472,Active
421,118193,2991908.7845567786,13.704652907004421,Active
422,103870,44255193.656905234,14.866587343313968,Active
423,98512,29458192.75598971,12.942196709630213,Active
424,72313,1406090.827033295,12.43872800007893,Active
425,20824,20725007.657172523,10.610152767796613,Closed
426,113209,14918840.357505737,11.449735867137093,Active
427,15931,9239159.514749225,13.736090220535873,Closed
428,63699,4293955.280938221,19.621139665117827,Closed
429,81578,16022395.360550016,10.450938999890685,Closed
430,119295,32897418.186380707,17.995773722314635,Closed
431,22168,3428718.323797226,10.929096705169624,Default
432,132931,4725322.595923733,20.186600650227966,Closed
433,103566,4903584.843446958,11.229208928367868,Active
434,143406,6898079.523013445,18.394064697210872,Default
435,50834,26913476.71128599,11.731162221220979,Active
436,83923,4894614.926816777,10.829171783627949,Closed
437,106692,9911013.61736927,11.346413503883092,Active
438,119664,4481889.664410405,15.607072649192014,Default
439,136689,15716819.74205561,14.862698475958432,Active
440,86832,8407940.048730921,17.294583374463695,Active
441,36268,12414663.283578306,17.812469952858777,Default
442,141600,16410025.75040173,12.971180635209771,Active
443,7763,7429358.999205544,17.11809620298783,Active
444,114079,4198323.233767892,13.697507887633275,Active
445,114118,9376740.735942472,12.59934546027156,Active
446,83689,14600207.741618149,12.381428128896472,Closed
447,86984,11884615.255101243,13.191073549809103,Active
448,135567,2723204.682418643,18.000392063189352,Active
449,46195,10038572.824514437,16.894549447146535,Active
450,142494,39654550.847581334,14.76150796928211,Closed
451,2000,4726773.794601834,16.63533811325065,Default
452,125717,14775380.389242625,20.3765226840893,Closed
453,90241,24384272.191579655,16.53458300113977,Active
454,12655,17147197.799971044,13.771376569895898,Closed
455,113593,9709651.217418253,9.36814858715464,Active
456,46411,20810869.442481235,14.102574750201127,Closed
457,122080,1833287.543732531,17.383583038341843,Closed
458,50925,4057899.507890642,15.941388190965087,Active
459,102423,133965035.18558346,12.948784244248708,Active
460,142432,54133241.593203254,17.550556406586768,Default
461,136974,22880639.13813524,13.455999639749432,Active
462,37734,2947534.762845736,12.36638291033474,Active
463,36143,10417130.525125533,9.930831837848356,Default
464,70274,79706317.21787678,12.388018602855452,Active
465,46834,11837188.534720885,17.131015059896953,Closed
466,87029,3947722.7020582557,18.47513877580303,Active
467,140573,15574787.975396918,18.02538632036646,Default
468,116060,4736077.390095541,21.986219744930253,Default
469,47370,7615473.79404636,14.176580782682798,Default
470,76728,2795522.08690164,11.482883267311824,Closed
471,57466,9090754.244580073,16.913382779684447,Default
472,41343,16057667.326626228,10.229425046609995,Active
473,32574,7852555.329231026,15.442683763085347,Active
474,133012,49620244.00558339,21.196785977344888,Active
475,59187,3172493.783792546,10.407993623566632,Closed
476,38469,46659889.88089045,14.220245830303801,Active
477,97470,5812524.522495125,15.981226840987242,Active
478,21040,4209108.909052661,19.047849460538288,Default
479,87903,10129645.682424625,12.518777501472602,Closed
480,130899,6508110.168952527,19.067726106288347,Default
481,119392,3630330.1998883584,12.750848734936838,Closed
482,134077,47997521.55002665,15.727233477644637,Closed
483,113177,10695213.138518473,15.07096064081879,Active
484,103000,1333742.5744698532,14.028937772848469,Default
485,104253,23010901.48712409,11.343474283993052,Closed
486,94863,41038616.19868274,21.53504791894886,Active
487,90841,2012339.715831963,14.229245120531,Active
488,85111,440960.05339456827,15.323672465761028,Closed
489,26727,4369575.24970287,11.02443051750771,Active
490,19951,31304892.25750934,14.714209403546667,Active
491,1851,863900.8939200081,21.135596544095343,Active
492,82318,11027132.977925336,10.09451707199701,Closed
493,1971,10416739.735361122,11.60819068082507,Active
494,49700,4101980.1308126557,17.909935348514942,Active
495,140444,10548573.367069403,11.899803389751384,Active
496,99739,24637179.03729449,10.476941037190066,Active
497,19807,6487706.7418112,13.288040422434277,Closed
498,72266,5652469.888298925,13.00971617540988,Closed
499,39987,28377787.921241716,16.093469075466984,Closed
500,124874,8201114.61012996,13.903226885911879,Closed
501,143528,28997920.813007858,14.120499180009084,Active
502,16281,2303113.7393154087,11.249958036010167,Active
503,85217,58000103.934906706,10.969223238706121,Active
504,10231,7076773.4952664375,9.66918614426337,Closed
505,81583,12250078.621966546,11.718668691968505,Active
506,129430,46209376.59398384,14.778016231205598,Closed
507,107,1426962.7846654896,15.33771105817039,Active
508,112902,18422023.82456305,12.738689623370224,Closed
509,49647,15218077.121487666,12.802306924245393,Active
510,31733,9491256.519567585,22.815352914264107,Default
511,117087,27932444.29846407,15.764256620686973,Active
512,2997,98492248.40636276,14.998264497756706,Active
513,44692,16058742.258142453,19.710909346307794,Default
514,19033,3380191.6962172887,15.566341431465716,Default
515,49363,32012392.643712774,12.864716856687657,Active
516,52416,14838665.004809132,11.754848417238588,Closed
517,44701,20532793.2599125,14.604426430351985,Default
518,37407,302479.5533956097,15.648072425644415,Active
519,144083,13156805.94861885,17.980779898231354,Active
520,40284,15280616.006003607,12.31787171934572,Closed
521,12966,4057668.0743710003,15.13128458213054,Closed
522,22976,2618925.3268500636,15.105237365256956,Closed
523,109696,3308887.2316365037,18.124636483437484,Default
524,71535,5071345.2551857205,14.416763840780954,Active
525,93124,50077018.23674889,17.55203177561645,Default
526,9344,8843125.458851352,14.373131661969417,Active
527,62392,6414881.620910542,11.79601561191702,Active
528,108461,2322134.1401831196,14.154586163888903,Active
529,74201,10589486.287861077,19.689083622864313,Default
530,74248,5486713.968843958,14.579786859317203,Active
531,92155,1658287.6989016621,9.392704764743897,Closed
532,107042,1994579.2289392964,11.662622371619415,Active
533,118991,26578501.500621285,19.96414861315796,Active
534,138875,52421984.6115919,17.035114565644033,Active
535,83432,22439547.56817933,8.0,Active
536,121456,3178551.2548404005,16.990257021772408,Closed
537,46648,12526320.166880842,12.334931932132534,Active
538,34513,4290031.688496303,15.372828140035358,Active
539,36442,15892447.620650657,17.024883837175445,Active
540,121636,48683354.19653359,13.805553564042741,Closed
541,39501,5318335.313585585,17.567765360074592,Active
542,13399,25494565.076922763,13.352067767460866,Active
543,126492,22998265.023321874,13.296769178351344,Active
544,4433,2676484.5588717363,15.343180068380086,Active
545,24090,29820220.145554196,12.478261793069972,Active
546,40427,1645710.2846515002,18.16248319630774,Active
547,29981,42999138.21248034,12.44697948545399,Active
548,2372,15175022.082051365,12.247540025898367,Closed
549,114524,24794997.393334936,15.401702414386655,Active
550,101550,8494354.897208216,14.128959474637696,Closed
551,87378,34101178.88758501,13.580538411367325,Closed
552,62474,8001587.440028245,20.45254392753335,Default
553,62849,3194248.787079169,14.486687362659266,Active
554,110473,1867848.2857205444,16.504896851865027,Active
555,19921,2082072.5333400161,15.949750892811805,Closed
556,24045,55153166.98733622,9.919482926919777,Closed
557,48834,6750184.5045762295,13.138422636703114,Closed
558,81869,1596082.3240376532,16.372998402255796,Closed
559,93735,6876890.295508926,13.481360345463937,Active
560,109626,5369127.285259343,14.315507015702611,Closed
561,104314,5142496.717647074,17.246484272340474,Active
562,21280,2237822.464593922,12.038511349107301,Active
563,104785,2667162.2244358445,14.50384652730015,Closed
564,137600,3749119.7620268413,10.447805058282118,Closed
565,21869,2216701.5400008,15.572537892110667,Active
566,97162,59810577.95164684,16.404405042767777,Closed
567,113014,10084534.758708518,22.942810165945836,Default
568,118432,6873105.098173165,13.135312964411561,Active
569,131543,9502248.958556945,13.60114198398014,Active
570,20723,8808571.746767754,20.090916370417425,Active
571,37057,2349574.5020602727,23.087466578796217,Default
572,28912,9619139.214243732,18.494264028551783,Active
573,111185,19475498.744112864,18.53004581710912,Active
