loan_id,customer_id,loan_amount,interest_rate,status
489,94179,38762216.27,16.01,Defaulted
490,41290,88258696.16,19.31,Active
491,22055,54128012.88,21.73,Active
492,41838,40859296.0,8.69,Closed
493,7314,65306578.16,18.82,Active
494,49422,28424600.28,9.04,Defaulted
495,3509,96279736.25,19.72,Active
496,87331,46698728.31,11.41,Closed
497,46283,9369400.32,16.43,Active
498,72888,1486484.04,14.22,Closed
499,61008,1013145.01,19.27,Closed
500,26039,1586553.51,20.54,Active
501,12733,50952479.2,13.22,Defaulted
502,2595,24412732.23,15.0,Closed
503,61959,76358811.22,11.13,Active
504,63404,6302293.82,8.16,Active
505,3880,82982816.69,9.82,Active
506,94797,9036765.1,20.07,Closed
507,7733,83305534.53,9.61,Closed
508,41785,66265545.36,11.15,Defaulted
509,33873,7907599.43,8.72,Defaulted
510,42064,11799982.23,8.8,Active
511,52430,39629002.38,19.64,Closed
512,39134,14088294.98,8.07,Defaulted
513,3976,34844280.34,23.26,Closed
514,23087,72724748.22,15.75,Active
515,56460,56424587.83,14.85,Active
516,8494,38132150.73,23.73,Defaulted
517,65972,50371023.16,8.83,Closed
518,74735,98665897.88,12.04,Closed
519,76728,26569601.99,22.82,Active
520,29141,31247256.26,17.31,Active
521,9057,98088974.37,9.46,Closed
522,81085,34270150.9,11.14,Defaulted
523,8346,61003025.21,18.3,Active
524,77202,27328104.27,8.54,Active
525,29622,35374230.43,20.69,Defaulted
526,17649,30407006.09,15.23,Closed
527,86634,31909431.33,16.03,Defaulted
528,9462,56904907.59,19.95,Closed
529,51735,37193551.26,22.35,Active
530,65631,32058455.65,20.25,Active
531,65408,48616675.54,22.57,Active
532,6526,53261703.01,12.75,Defaulted
533,79152,52062633.57,17.52,Defaulted
534,48469,47447185.7,9.69,Active
535,96604,67192329.83,14.18,Defaulted
536,53487,94665260.49,14.79,Closed
537,67779,23371187.62,20.53,Closed
538,8078,45991096.24,10.87,Closed
539,43999,71633519.82,17.04,Active
540,26500,2516090.3,13.41,Active
541,94846,21311688.41,13.09,Closed
542,22067,90097902.6,19.79,Closed
543,51424,68452699.1,23.06,Defaulted
544,91150,90527255.36,12.82,Active
545,59042,81196557.54,23.33,Active
546,2908,88302677.33,9.35,Defaulted
547,45472,65894570.76,19.82,Closed
548,44438,55352770.56,12.97,Closed
549,92919,26077572.12,17.04,Closed
550,11379,36315356.98,18.86,Closed
551,86067,8121120.57,15.87,Defaulted
552,76236,36357501.99,20.75,Closed
553,14627,31426741.52,23.45,Active
554,93695,85172998.5,20.05,Defaulted
555,74976,40642677.45,18.55,Closed
556,54573,8962973.8,13.46,Defaulted
557,96404,3235343.61,19.56,Defaulted
558,557,42001258.42,8.58,Closed
559,27960,28272646.65,22.21,Closed
560,86620,50271888.09,10.8,Defaulted
561,22226,71953850.75,23.06,Active
562,30088,84977977.64,8.04,Closed
563,71954,77600291.95,8.93,Active
564,29367,60315518.6,8.92,Closed
565,78473,1173904.97,14.49,Defaulted
566,65641,9827856.17,12.95,Active
567,79582,14170062.89,17.92,Active
568,8581,53111470.71,23.13,Closed
569,90052,52474170.34,13.27,Defaulted
570,65926,25930194.05,14.29,Defaulted
571,5610,80846858.63,15.56,Active
572,9278,38899564.12,10.09,Active
573,42382,78496068.0,9.76,Closed
574,27668,78803510.6,20.87,Closed
575,563,28610984.89,21.13,Defaulted
576,42792,57670423.16,23.34,Closed
577,21826,90326713.75,15.81,Closed
578,47299,37060925.19,14.14,Active
579,42980,76376953.62,14.85,Closed
580,4145,4510921.07,14.82,Defaulted
581,97387,93779118.86,11.15,Active
582,77995,67894787.1,23.91,Defaulted
583,47492,77021758.55,8.74,Defaulted
584,13685,71853659.87,10.08,Defaulted
585,61107,61948990.15,23.42,Active
586,46921,15868759.33,13.03,Defaulted
587,31035,16204815.69,19.61,Closed
588,14603,74053493.86,15.51,Closed
589,91947,72577975.68,11.46,Closed
590,28837,37583673.71,9.7,Active
591,2089,18109683.84,19.19,Active
592,59009,57245720.47,8.26,Active
593,92105,11524815.75,13.63,Closed
594,79544,99779902.6,18.82,Defaulted
595,67505,31581646.91,14.8,Active
596,48269,7523393.0,17.53,Closed
597,43953,96754369.45,13.21,Defaulted
598,36747,10044878.89,18.95,Active
599,4918,23791872.79,22.7,Closed
600,15939,65005744.29,17.93,Closed
601,31860,29664000.53,14.45,Defaulted
602,10097,8611151.93,15.1,Closed
603,85861,57457569.13,8.07,Defaulted
604,60329,34113640.05,21.51,Defaulted
605,23503,43369178.01,20.89,Closed
606,53225,29634718.74,13.79,Closed
607,65022,29398751.59,22.24,Active
608,24204,86958154.78,15.61,Defaulted
609,77870,41061083.31,11.36,Active
610,45328,80144452.07,19.15,Active
611,42930,48147007.51,11.41,Active
612,8434,58106186.76,11.15,Active
613,88825,73237193.39,13.57,Defaulted
614,84445,59487161.12,8.51,Closed
615,47716,89841876.26,13.95,Closed
616,18442,15211306.77,16.27,Closed
617,49010,77110505.0,13.05,Active
618,41546,21853261.93,23.88,Defaulted
619,78119,65942641.0,22.0,Closed
620,79322,51469521.93,10.18,Defaulted
621,15946,15612005.75,17.47,Active
622,52633,52627970.12,14.19,Closed
623,97654,9503497.1,19.57,Defaulted
624,16779,88619180.59,23.47,Active
625,24140,6759396.04,23.62,Defaulted
626,34234,91165859.72,22.2,Active
627,70874,28967195.53,15.28,Closed
628,71313,85777237.11,23.68,Active
629,26305,40095418.61,21.79,Closed
630,4538,56076642.27,8.88,Closed
631,47423,49646650.99,9.71,Defaulted
632,63942,91291226.96,22.44,Active
633,93541,96363492.01,22.78,Closed
634,54478,92566587.04,19.71,Defaulted
635,69809,81196340.17,22.89,Active
636,17553,83320932.28,10.18,Closed
637,91217,22465041.02,19.77,Active
638,36265,70981598.91,14.58,Closed
639,93288,75112010.5,21.17,Closed
640,74665,63693545.1,13.35,Active
641,25566,11851520.94,13.26,Active
642,63988,85670398.03,10.24,Closed
643,70745,82330152.76,14.9,Defaulted
644,16665,65626884.66,20.73,Defaulted
645,91770,22142721.83,13.3,Active
646,98615,51301447.47,15.19,Defaulted
647,68833,20148828.56,16.68,Closed
648,1041,48496517.66,15.39,Closed
649,56501,39990332.87,17.02,Defaulted
650,71207,4358582.44,12.86,Closed
651,79412,67749900.47,12.9,Active
652,46388,63997631.12,15.72,Active
653,91635,33918288.52,14.33,Active
654,41482,6975535.6,11.53,Active
655,80823,85099508.92,16.65,Defaulted
656,42614,52841497.64,19.96,Closed
657,39770,2328489.52,9.18,Defaulted
658,6424,86159639.99,16.12,Defaulted
659,96190,57519755.64,20.67,Active
660,52788,71609664.69,23.44,Closed
661,36588,27092611.58,20.87,Defaulted
662,96910,25442968.43,9.55,Defaulted
663,32448,95626058.38,21.67,Defaulted
664,87584,42727401.49,17.01,Closed
665,35763,64228382.9,8.07,Active
666,54465,77678888.94,14.98,Active
667,15431,56137856.18,21.93,Defaulted
668,66274,48620153.83,23.46,Closed
669,26531,31489217.97,18.56,Defaulted
670,87651,86204835.29,17.76,Closed
671,51760,25483872.94,20.57,Closed
672,89895,17805528.83,10.23,Closed
673,59051,76287970.42,8.09,Closed
674,85843,26187674.6,22.52,Defaulted
675,8915,19183890.52,22.64,Closed
676,96157,98625324.77,20.33,Closed
677,97636,59216501.76,23.24,Active
678,50233,11442747.95,15.74,Defaulted
679,12599,33382054.0,18.43,Active
680,84247,64735773.07,9.95,Active
681,47419,34274426.79,17.47,Defaulted
682,62983,41431849.22,18.47,Active
683,85594,88578619.05,14.44,Active
684,39921,45126040.11,22.16,Defaulted
685,43603,84536489.38,18.72,Defaulted
686,88002,81878802.61,22.72,Defaulted
687,13145,34832125.44,16.09,Closed
688,23256,99651356.1,17.56,Defaulted
689,77822,49083704.4,20.07,Active
690,22655,78711976.79,20.35,Active
691,44097,49342052.56,13.93,Active
692,79643,1188501.43,22.22,Defaulted
693,30044,75470704.11,15.56,Closed
694,75356,40503730.73,8.83,Closed
695,21435,31120569.87,19.48,Closed
696,27481,50320119.61,17.52,Closed
697,14496,20795982.58,22.73,Closed
698,25176,13703844.54,23.81,Active
699,1256,12615090.33,21.55,Closed
700,71156,3554638.7,13.26,Active
701,42597,83865035.28,16.14,Closed
702,17511,32114343.59,9.81,Active
703,8210,28119266.81,15.29,Active
704,86589,83779455.45,11.83,Closed
705,14177,19065553.75,9.64,Defaulted
706,44544,35889138.41,23.31,Defaulted
707,11971,86250512.99,14.13,Defaulted
708,62493,34998871.58,22.7,Defaulted
709,59043,45134497.27,18.12,Active
710,25217,82914736.26,18.57,Defaulted
711,40934,50813430.97,13.37,Closed
712,52724,78975944.21,12.59,Closed
713,95945,99500885.64,10.83,Active
714,5261,54726769.91,17.01,Active
715,62648,92799761.09,22.47,Active
716,89309,67310061.57,18.59,Closed
717,66143,75081220.71,15.92,Defaulted
718,31346,49185800.15,12.84,Active
719,26297,92249080.46,17.47,Active
720,74145,81430412.03,21.2,Closed
721,78969,6258636.26,21.37,Active
722,84824,98253175.45,14.72,Active
